순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
563,(똥꼬 발랄) 고영희 :다영 수학동화,글: 다영 ;그림: 김윤정,와이즈만 Books,2024,1,9.79119E+12,77410,410,29
563,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,7,9.7912E+12,77900,909,29
563,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,3,9.7912E+12,74900,1,29
600,아이엠★허준이 ,글: 김승민 ;그림: 손지윤,알에이치코리아,2024,,9.78893E+12,,998.4,28
600,말이야와 친구들 8 - 본격 가족 명랑 시트콤 만화,"말이야와 친구들 (지은이), 김정욱 (글), 이혜림 (그림), 샌드박스 네트워크 (감수)",주니어김영사,2023,8,9.78893E+12,,,28
600,오은영의 마음 수호대,기획·마음 글: 오은영 ;그림: 파키나미,김영사,2023,1,9.78893E+12,77190,180,28
600,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,12,9.78894E+12,77400,507.5,28
600,(엉뚱한 기자) 김방구,주봄 글 ;한승무 그림,비룡소,2023,2,9.78895E+12,74800,813.7,28
600,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,11,9.78895E+12,74810,813.7,28
600,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,58,9.78895E+12,77720,711.4,28
600,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,10,9.78895E+12,74800,219,28
600,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,19,9.78895E+12,74800,219,28
600,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,29,9.78895E+12,74800,219,28
600,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,30,9.78895E+12,74800,219,28
600,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,4,9.78895E+12,74810,813.7,28
600,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,47,9.78895E+12,77720,711.4,28
600,시간 고양이,박미연 글 ;이소연 그림,이지북,2022,4,9.78896E+12,74810,813.7,28
600,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,2,9.78896E+12,67400,408,28
600,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,2023,5,9.79113E+12,74830,833.6,28
600,한문철의 어린이 교통안전 :어린이가 스스로 안전을 지키는 그날까지,"글: 유경원,이현구",다산북스,2023,3,9.79113E+12,77300,372.42,28
600,(최태성의) 한능검 한국사,윤상석 글 ;이태영 그림,다산북스,2024,1,9.79113E+12,77910,911,28
600,(최태성의) 한능검 한국사,윤상석 글 ;이태영 그림,다산북스,2024,2,9.79113E+12,77910,911,28
600,Who? 이강인 =Kang In ,글: 이혜원 ;그림: 리버앤드스타 스튜디오,다산북스,2024,,9.79113E+12,14990,998.6,28
600,(읽으면서 바로 써먹는) 어린이 퀴즈 ,글·그림: 한날,파란정원,2019,,9.79116E+12,73030,31,28
600,(읽으면서 바로 써먹는) 어린이 영단어 ,글·그림: 한날,파란정원,2019,,9.79116E+12,73740,744,28
600,(읽으면서 바로 써먹는) 어린이 감정 표현 ,글·그림: 한날,파란정원,2024,,9.79116E+12,73710,181,28
600,용선생 처음 세계사 :세계 역사 첫걸음 ,"글: 사회평론 역사연구소,캐릭터: 이우일",사회평론,2019,2,9.79116E+12,77900,909,28
600,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,48,9.79116E+12,77400,400,28
600,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,10,9.79116E+12,74830,833.6,28
600,(설민석의) 역사 고민 상담소 :역사 이야기로 고민을 해결하는 스토리텔링 한국사,"글: 설민석,정주연",미래엔,2020,2,9.79116E+12,74910,911,28
600,(설민석의) 역사 고민 상담소 :역사 이야기로 고민을 해결하는 스토리텔링 한국사,"글: 설민석,정주연",미래엔,2020,4,9.79116E+12,74910,911,28
600,(비마이펫) 멍냥연구소 :온 세상 반려가족 필수 반려동물 교양만화,원작: 비마이펫 ;박지영,서울문화사,2021,2,9.79116E+12,77490,527.386,28
600,요괴의 아이를 돌봐드립니다,히로시마 레이코 글 ;김지영 옮김,넥서스,2021,1,9.79117E+12,74830,833.6,28
600,요괴의 아이를 키우고 있습니다,히로시마 레이코 글 ;김지영 옮김,넥서스,2022,3,9.79117E+12,74830,833.6,28
600,고민을 들어줘 닥터 별냥,이지음 글 ;문채빈 그림,꿈터,2023,2,9.79117E+12,74810,813.7,28
600,당연하게도 나는 너를 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,2023,,9.79117E+12,43810,813.7,28
600,불꽃 수영 대회 ,신현경 글 ;노예지 그림,인플루엔셜,2025,3,9.79117E+12,77810,813.7,28
600,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,7,9.79117E+12,77890,219,28
600,코코보라 :세상 모든 궁금증을 다룬 과학 학습 만화,코코보라 원작 ;신재미 그림,Mirae N 아이세움,2023,1,9.79117E+12,77400,400,28
600,파뿌리24,원작: 파뿌리 ;그림: 이정태,겜툰,2021,12,9.79117E+12,77800,810,28
600,민쩌미의 쩜그레,원작: 민쩌미 ;그림: 라임스튜디오,겜툰,2023,5,9.79117E+12,77800,810,28
600,무한의 계단 세계여행 GO 2 : 프랑스 - 초등학생을 위한 세계사 맛보기,"무한의 계단 (원작), 김강현 (글), 김기수 (그림), 김준우 (콘텐츠)",서울문화사,2024,2,9.79117E+12,,,28
600,왔구마 :고구마구마,"글: 조주희,이두희",킨더랜드,2023,4,9.79117E+12,74810,813.7,28
600,옐언니,원작: 옐언니 ;그림: 라임스튜디오,아울북,2024,2,9.79117E+12,74810,375.2,28
600,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,7,9.79117E+12,74400,472,28
600,비밀요원 레너드 과학X파일,글: 김정욱 ;정보 글: 서원호,아울북(북이십일 아울북),2023,3,9.79117E+12,77400,400,28
600,(타키포오) 얼렁뚱땅 상식스쿨,원작: 캐릭온TV ;그림: 조수현,대원씨아이,2023,4,9.79117E+12,77810,31,28
600,학교가 사라진 날 ,글: 고정욱 ;그림: 허구,한솔수북,2017,,9.79119E+12,74810,813.7,28
600,(무엇이든 해결단) 허팝 연구소,라곰씨 글 ;차차 그림,부즈펌,2018-2021,7,9.79119E+12,74810,400,28
600,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,7,9.79119E+12,74910,911,28
600,(설민석의) 통일 대모험 ,"글: 설민석,그림: 원프로",휴먼큐브,2018,1,9.79119E+12,74910,911,28
600,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,12,9.79119E+12,74910,911,28
600,야옹이 문방구 :도단이 만화 ,지은이: 도단이,마주별,2022,,9.79119E+12,77810,810,28
600,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,12,9.79119E+12,77820,823.5,28
600,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,14,9.79119E+12,77820,823.5,28
600,급식왕 go,원작: 급식왕 ;그림: 구은미,샌드박스네트워크,2022,10,9.79119E+12,74810,810,28
600,설전도 수련관,글: 김경미 ;그림: 센개,따끈따끈책방,2022,3,9.7912E+12,74810,813.7,28
654,말이야와 좋은 습관 친구들,원작: 말이야와 친구들 ;그림: 이혜림,김영사,2022,3,9.78893E+12,77300,199,27
654,내 멋대로 장래 희망 뽑기 ,최은옥 글 ;김무연 그림,김영사,2023,,9.78893E+12,73810,813.7,27
654,말이야와 친구들 =Mari and friends,원작: 말이야와 친구들 ;그림: 이혜림,주니어김영사,2021,4,9.78893E+12,77810,813.7,27
654,말이야와 좋은 습관 친구들 2 : 층간 소음은 괴로워!,"말이야와 친구들 (원작), 한바리 (글), 이혜림 (그림), 샌드박스 네트워크 (감수), 차상곤 (기획)",주니어김영사,2023,2,9.78893E+12,,,27
654,내 멋대로 행운 뽑기 ,최은옥 글 ;김무연 그림,김영사,2021,,9.78893E+12,73810,813.7,27
654,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,36,9.78894E+12,77400,400,27
654,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,37,9.78894E+12,77400,400,27
654,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,33,9.78894E+12,77400,400,27
654,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,34,9.78894E+12,77400,400,27
654,세금 내는 아이들 ,옥효진 글 ;김미연 그림,한경BP,2021,,9.78895E+12,73320,327,27
654,배드 가이즈,애런 블레이비 지음 ;신수진 옮김,비룡소,2021,1,9.78895E+12,77800,843,27
654,벌거벗은 세계사,"글: 이현희,최호정",아울북(북이십일 아울북),2022,3,9.78895E+12,74900,909,27
654,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,12,9.78895E+12,74810,813.7,27
654,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,54,9.78895E+12,77720,711.4,27
654,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,16,9.78895E+12,74800,219,27
654,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,45,9.78895E+12,77720,711.4,27
654,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,5,9.78895E+12,74400,511,27
654,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,2,9.78895E+12,74810,813.7,27
654,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,12,9.78895E+12,74900,980.2,27
654,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,50,9.78895E+12,77720,711.4,27
654,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,6,9.78895E+12,74810,813.7,27
654,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,8,9.78895E+12,74810,813.7,27
654,어쩔뚱땡! 고구마머리TV :호기심·상상력이 숙쑥 자라나는 과학학습만화,글: 서동건 ;이정태,아울북(북이십일 아울북),2021,1,9.78895E+12,74400,400,27
654,어쩔뚱땡! 고구마머리TV :호기심·상상력이 숙쑥 자라나는 과학학습만화,글: 서동건 ;이정태,아울북(북이십일 아울북),2021,2,9.78895E+12,74400,400,27
654,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,2023,3,9.79113E+12,74830,833.6,27
654,만화 한국 신화 :어린이를 위한 우리 인문학,글: 박정효 ;김기수,다산북스,2023,6,9.79113E+12,77810,219,27
654,(어린이를 위한) 역사의 쓸모 ,글: 최태성 ;그림: 신진호,다산북스,2022,1,9.79113E+12,73910,911,27
654,Who? TWICE :K-pop ,글: 윤상석 ;그림: 서영희,스튜디오다산,2019,,9.79116E+12,14990,998.6,27
654,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,45,9.79116E+12,77400,400,27
654,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,2,9.79116E+12,74830,833.6,27
654,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,15,9.79116E+12,74830,833.6,27
654,비밀의 보석 가게 마석관,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2020,3,9.79116E+12,74830,833.6,27
654,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,16,9.79116E+12,73830,833.6,27
654,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,17,9.79116E+12,73830,833.6,27
654,비밀의 보석 가게 마석관 4,"히로시마 레이코 (지은이), 사타케 미호 (그림), 김정화 (옮긴이)",길벗스쿨,2023,4,9.79116E+12,,,27
654,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,49,9.79116E+12,77400,400,27
654,(설민석의) 만만 한국사 :재미 만점★효과 만점★한국사 만화 ,"글: 설민석,그림: 김덕영",미래엔,2020,2,9.79116E+12,77910,911,27
654,(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!,글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,2021,86,9.79116E+12,67410,410,27
654,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,20,9.79117E+12,74910,911,27
654,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,7,9.79117E+12,74510,510,27
654,토깽이네 지구 구출 대작전,원작: 토깽이네 ;그림: 양선모,위즈덤하우스,2021,4,9.79117E+12,77470,539,27
654,토깽이네 지구 구출 대작전,원작: 토깽이네 ;그림: 양선모,위즈덤하우스,2023,6,9.79117E+12,77470,539,27
654,내일은 실험왕 :본격 대결 과학실험 만화 시즌2,글: 스토리 a. ;그림: 홍종현,미래엔,2021,24,9.79117E+12,77400,400,27
654,묘신계 요괴전,원작: 화화 ;그림: 도니패밀리,미래엔,2023,1,9.79117E+12,77810,388,27
654,무한의 계단 세계여행 GO 3 : 영국,"무한의 계단 (원작), 김강현 (글), 김기수 (그림), 김준우 (콘텐츠)",서울문화사,2024,3,9.79117E+12,,,27
654,쿠키런 킹덤 20 : 찬란하게 빛나는 나날 - 오리지널 레벨업 코믹북,"김강현 (지은이), 김기수 (그림)",서울문화사,2024,20,9.79117E+12,,,27
654,정브르의 맹독 생물 일기 - 생생체험 자연관찰,"정브르 (지은이), 샌드박스 네트워크 (감수)",서울문화사,2023,,9.79117E+12,,,27
654,발명코믹북 무한의 계단 3 - 좀비 도시 습격 작전,"임우영 (지은이), 양선모 (그림)",서울문화사,2024,3,9.79117E+12,,,27
654,설민석의 고사성어 대격돌,"글: 설민석,그림: 김문식",한솔수북,2020,2,9.79117E+12,74700,714,27
654,왔구마 :고구마구마,"글: 조주희,이두희",킨더랜드,2023,6,9.79117E+12,74810,813.7,27
654,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),2023,5,9.79117E+12,74400,420,27
654,(비밀요원 레너드) 우리말 사무소 :초등 필수 어휘,글: 이향안 ;그림: 라임스튜디오,아울북(북이십일 아울북),2024,3,9.79117E+12,74810,710,27
654,(무엇이든 해결단) 허팝 연구소,라곰씨 글 ;차차 그림,부즈펌,2018-2021,6,9.79119E+12,74810,400,27
654,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,11,9.79119E+12,74910,911,27
654,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,1,9.79119E+12,77900,909,27
654,엉뚱하지만 과학입니다,"원종우,송승기 그림",와이즈만 Books,2022,1,9.79119E+12,74400,400,27
654,놓지 마 과학!,"글, 그림: 신태훈,나승훈",위즈덤하우스,2020,1,9.79119E+12,67400,408,27
654,놓지 마 과학!,"글, 그림: 신태훈,나승훈",위즈덤하우스,2020,3,9.79119E+12,67400,408,27
654,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,10,9.79119E+12,77820,823.5,27
654,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,5,9.7912E+12,74910,911,27
654,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,6,9.7912E+12,74900,1,27
715,인싸가족 vs 인싸스쿨 :핵인싸 코믹 가족 시트콤,원작: 인싸가족 ;채색: 김란희,예림당,2022,3,9.78893E+12,74800,31,26
715,"출동, 고양이 요원 캣스코",박주혜 글 ;홍그림 그림,김영사,2022,1,9.78893E+12,74810,813.7,26
715,토토의 무지개 왕국 ,서피랑 글 ;홍그림 그림,김영사,2023,,9.78893E+12,73810,813.7,26
715,불량한 자전거 여행 :김남중 장편동화 ,지은이: 김남중 ;그린이: 허태준,창비,2009,250,9.78894E+12,73810,813.6,26
715,푸른 사자 와니니 :이현 장편동화,지은이: 이현 ;그린이: 오윤화,창비,2015,336,9.78894E+12,73810,813.7,26
715,속지 마! 왕재미 :다영 과학동화,지은이: 다영 ;그린이: 유영근,창비,2024,1,9.78894E+12,73400,400,26
715,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,35,9.78894E+12,77400,400,26
715,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,40,9.78894E+12,77400,400,26
715,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,5,9.78894E+12,77400,507.5,26
715,옷산 수색대 ,김두경 글 ;아인 그림,비룡소,2024,,9.78895E+12,74800,813.7,26
715,건방이의 건방진 수련기,천효정 글 ;강경수 그림,비룡소,2015-2018,3,9.78895E+12,74800,813.7,26
715,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,33,9.78895E+12,74800,219,26
715,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,34,9.78895E+12,74800,219,26
715,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,38,9.78895E+12,74800,219,26
715,(권일용 프로파일러의) 사라진 셜록 홈즈,글: 한주이 ;원작: 아서 코난 도일,아울북(북이십일 아울북),2023,3,9.78895E+12,74810,813.7,26
715,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,7,9.78895E+12,74800,219,26
715,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,14,9.78895E+12,74800,219,26
715,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,15,9.78895E+12,74800,219,26
715,수상한 화장실 ,박현숙 글 ;유영주 그림,북멘토,2020,38,9.78896E+12,73810,813.7,26
715,(최재천의) 동물대탐험 :지구를 사랑하는 어린이를 위한 생물학 동화,황혜영 글 ;안선영 해설,다산북스,2022,5,9.79113E+12,74470,491,26
715,Who? 김민재 =Minjae ,글: 스토리랩 ;그림: 이유철,다산북스,2024,,9.79113E+12,14990,998.6,26
715,(최재천의) 동물대탐험 :지구를 사랑하는 어린이를 위한 생물학 동화,황혜영 글 ;안선영 해설,다산북스,2022,1,9.79113E+12,74470,491,26
715,드래곤 마스터,글: 트레이시 웨스트 ;옮김: 윤영,다산북스,2023,1,9.79113E+12,74840,843,26
715,만화 한국 신화 :어린이를 위한 우리 인문학,글: 박정효 ;김기수,다산북스,2023,2,9.79113E+12,77810,219,26
715,수상한 보건실 :소메야 가코 장편동화,지은이: 소메야 가코 ;옮긴이: 김소연,책읽는곰,2022,68,9.79116E+12,74830,833.6,26
715,(읽으면서 바로 써먹는) 어린이 관용구 ,글·그림: 한날,파란정원,2018,,9.79116E+12,73710,714,26
715,(읽으면서 바로 써먹는) 어린이 수수께끼 ,글·그림: 한날,파란정원,2020,,9.79116E+12,73710,388,26
715,(읽으면서 바로 써먹는) 어린이 세계사 퀴즈,글·그림 : 한날,파란정원,2023,55,9.79116E+12,73030,909,26
715,(읽으면서 바로 써먹는) 어린이 세계사 퀴즈,글·그림 : 한날,파란정원,2023,56,9.79116E+12,73030,909,26
715,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,26,9.79116E+12,77400,507.5,26
715,용선생 처음 세계사 :세계 역사 첫걸음 ,"글: 사회평론 역사연구소,캐릭터: 이우일",사회평론,2019,1,9.79116E+12,77900,909,26
715,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,9,9.79116E+12,74830,833.6,26
715,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,1,9.79116E+12,77890,219,26
715,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,2,9.79116E+12,77890,219,26
715,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,33,9.79116E+12,77400,507.5,26
715,(설민석의) 만만 한국사 :재미 만점★효과 만점★한국사 만화 ,"글: 설민석,그림: 김덕영",미래엔,2020,4,9.79116E+12,77910,911,26
715,(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!,글: 송도수 ;그림: 서정 엔터테인먼트,서울문화사,2021,83,9.79116E+12,67410,410,26
715,쿠키런 킹덤,글: 김강현 ;그림: 김기수,서울문화사,2021,3,9.79116E+12,64380,810,26
715,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,16,9.79117E+12,74910,911,26
715,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,6,9.79117E+12,74510,510,26
715,변호사 어벤저스 :어린이 법학 동화,글: 고희정 ;그림: 최미란,가나문화콘텐츠,2024,3,9.79117E+12,74810,360,26
715,토깽이네 지구 구출 대작전 3 : 거대 괴물로부터 바다를 구하라! - 서바이벌 환경 학습만화,"토깽이네 (지은이), 잼 스토리 (글), 양선모 (그림), 샌드박스 네트워크 (감수)",위즈덤하우스,2022,3,9.79117E+12,,,26
715,내일은 실험왕 :본격 대결 과학실험 만화 시즌2,글: 스토리 a. ;그림: 홍종현,미래엔,2021,23,9.79117E+12,77400,400,26
715,뼈뼈 사우루스,글·그림: 암모나이트 ;김정화 옮김,미래엔,2018,15,9.79117E+12,74830,833.6,26
715,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,8,9.79117E+12,77890,219,26
715,묘신계 요괴전,원작: 화화 ;그림: 도니패밀리,미래엔,2023,2,9.79117E+12,77810,388,26
715,에그박사의 이건 누구 똥?!,원작: 에그박사 ;그림: 김덕영,Mirae N 아이세움,2022,2,9.79117E+12,77490,491,26
715,환생학교 요괴반 :웃소의 판타지 미션 코믹북,원작: 웃소 ;그림: 파키나미,미래엔,2023,4,9.79117E+12,77810,810,26
715,파뿌리24,원작: 파뿌리 ;그림: 이정태,겜툰,2021,11,9.79117E+12,77800,810,26
715,파뿌리24 14,"파뿌리 (원작), 백승하 (글), 이정태 (그림), 샌드박스 네트워크 (감수)",겜툰,2023,14,9.79117E+12,,,26
715,쿠키런 킹덤 19 : 다가오는 결전의 날,"김강현 (지은이), 김기수 (그림)",서울문화사,2024,19,9.79117E+12,,,26
715,뚜식이 :상상 초월! 웃음 폭탄! 공감 스토리!,원작: 뚜식이,서울문화사,2023,1,9.79117E+12,74800,810,26
715,정브르의 별별 곤충 일기 - 생생체험 자연관찰,"정브르 (지은이), 샌드박스네트워크 (감수)",서울문화사,2024,,9.79117E+12,,,26
715,토깽이네 지구 구출 대작전,원작: 토깽이네 ;그림: 양선모,위즈덤하우스,2023,8,9.79117E+12,77470,539,26
715,토깽이네 경제 오락실,원작: 토깽이네 ;그림: 유희석,위즈덤하우스,2023,2,9.79117E+12,77320,320,26
715,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,6,9.79119E+12,74910,911,26
715,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,10,9.79119E+12,67400,408,26
715,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,11,9.79119E+12,77900,909,26
715,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,8,9.79119E+12,77820,823.5,26
715,천하무적 개냥이 수사대,이승민 글 ;하민석 그림,위즈덤하우스,2020,3,9.79119E+12,74810,813.7,26
715,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,1,9.7912E+12,74900,1,26
715,대충 봐도 머리에 남는 어린이 야구 상식 :야구의 재미를 제대로 알게 하는 알쏭달쏭 야구의 모든 것 ,글: 김양희 ;그림: 나인완,블루무스어린이,2023,,9.7912E+12,77690,695,26
777,태양의 마녀 나코와 코기 봉봉,히로시마 레이코 글 ;김정화 옮김,웅진씽크빅,2022,8,9.7889E+12,74830,833.6,25
777,오은영의 마음 수호대,기획·마음 글: 오은영 ;그림: 파키나미,김영사,2023,3,9.78893E+12,77190,180,25
777,놓지 마 속담,"글·그림: 신태훈,정보글: 김지현",김영사,2024,2,9.78893E+12,77700,388,25
777,푸른 사자 와니니 :이현 장편동화,지은이: 이현 ;그린이: 오윤화,창비,2015,325,9.78894E+12,73810,813.7,25
777,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,22,9.78894E+12,77400,507.5,25
777,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,3,9.78894E+12,77400,507.5,25
777,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,4,9.78894E+12,77400,507.5,25
777,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,40,9.78895E+12,74800,219,25
777,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,6,9.78895E+12,74800,219,25
777,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,17,9.78895E+12,74800,219,25
777,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,18,9.78895E+12,74800,219,25
777,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,3,9.78895E+12,74810,813.7,25
777,이시원의 영어 대모험 =만화로 시작하는 이시원표 초등영어.English adventure ,글: 박시연 ;그림: 이태영,북이십일,2020,1,9.78895E+12,74740,740,25
777,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,49,9.78895E+12,77720,711.4,25
777,(이사도라 문) 마녀 요정 미라벨,해리엇 먼캐스터 지음 ;심연희 옮김,을파소(북이십일 을파소),2021,1,9.78895E+12,74840,843,25
777,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),2021,5,9.78895E+12,74400,471,25
777,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),2021,6,9.78895E+12,74400,471,25
777,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),2021,8,9.78895E+12,74400,471,25
777,수상한 편의점,박현숙,북멘토,2018,28,9.78896E+12,73810,813.8,25
777,(나의 성격을 이해하고 더 멋진 내가 되는) 우리들의 MBTI ,"글: 조수연,그림: 소윤",다산북스,2021,1,9.79113E+12,77190,182,25
777,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,2023,4,9.79113E+12,74830,833.6,25
